Fighter,Elo,UFC Record,Unbeaten Streak,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Antonio McKee,84.279,0-1-0,0,- 15.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steve Bruno,84.261,1-2-0,0,- 15.2,+ 16.0,- 16.5,+ 0.0,+ 0.0
Phil Johns,84.237,0-1-0,0,- 15.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Roehrick,84.223,0-1-0,0,- 15.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yohan Lainesse,84.217,1-2-0,0,- 15.2,+ 15.3,- 15.9,+ 0.0,+ 0.0
Hans Stringer,84.153,1-2-0,0,- 16.0,- 16.6,+ 16.7,+ 0.0,+ 0.0
Joe Merritt,84.144,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Reza Nasri,84.127,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Charles Johnson,84.123,2-3-0,0,- 15.2,- 16.9,+ 16.8,+ 14.6,- 15.3
Matt Hobar,84.109,1-2-0,0,- 15.3,+ 16.0,- 16.6,+ 0.0,+ 0.0
Niklas Backstrom,84.108,1-2-0,0,- 16.0,- 16.7,+ 16.8,+ 0.0,+ 0.0
Gabriel Miranda,84.107,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kelly Dullanty,84.097,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Velasquez,84.091,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nadia Kassem,84.090,1-2-0,0,- 16.0,- 15.2,+ 15.3,+ 0.0,+ 0.0
Eddie Ruiz,84.081,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus LeVesseur,84.081,1-2-0,0,- 16.0,+ 16.8,- 16.7,+ 0.0,+ 0.0
Ailin Perez,84.081,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Francisco Trevino,84.079,1-2-0,0,- 16.0,- 15.3,+ 15.4,+ 0.0,+ 0.0
Cody McKenzie,84.069,3-4-0,0,- 15.6,+ 13.9,- 15.4,+ 16.7,- 16.8
Muin Gafurov,84.069,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Carlos Mota,84.068,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kit Cope,84.068,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Issei Tamura,84.065,1-2-0,0,- 15.2,- 16.7,+ 16.0,+ 0.0,+ 0.0
Willamy Freire,84.062,0-1-0,0,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brok Weaver,84.061,1-2-0,0,- 15.9,- 15.3,+ 15.2,+ 0.0,+ 0.0
Jeff Hougland,84.057,1-2-0,0,- 16.0,- 15.9,+ 16.0,+ 0.0,+ 0.0
Brian Cobb,84.050,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Felipe Silva,84.038,1-2-0,0,- 16.8,- 13.9,+ 14.7,+ 0.0,+ 0.0
Michal Figlak,84.035,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jesse Sanders,84.034,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Derrick Noble,84.034,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Scott Junk,84.033,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan Madigan,84.032,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Floyd Sword,84.031,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Augusto Montano,84.031,1-2-0,0,- 16.7,- 14.6,+ 15.3,+ 0.0,+ 0.0
Branden Lee Hinkle,84.030,1-2-0,0,- 14.5,- 17.4,+ 16.0,+ 0.0,+ 0.0
Garrett Armfield,84.026,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Jordan,84.015,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Satoshi Honma,84.006,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Heather Clark,84.003,1-2-0,0,- 16.0,- 16.0,+ 16.0,+ 0.0,+ 0.0
Hailey Cowan,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sam Patterson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Esteban Ribovics,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jeka Saragih,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yi Zha,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Toshiomi Kazama,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
SeungGuk Choi,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steven Koslow,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jarno Errens,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Duda Santana,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Gorgees,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Justin Frazier,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Michel Batista,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Giannetti,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jay Cucciniello,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Richie Smullen,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Allan Zuniga,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tyler Diamond,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Maia Stevenson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Christina Marks,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Karine Gevorgyan,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ariel Beck,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bharat Kandare,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Mulheron,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cory Hendricks,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Martin Svensson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcin Wrzosek,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Abner Lloveras,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Vernon Ramos Ho,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bruno Korea,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nazareno Malegarie,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Izabela Badurek,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rocky Lee,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bentley Syler,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Torres,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Humberto Brown Morrison,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rodolfo Rubio Perez,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jianping Yang,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike King,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tina Lahdemaki,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Daniel Spohn,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keith Berish,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Albert Cheng,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dave Galera,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Peggy Morgan,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nandor Guelmino,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Roger Gracie,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gilbert Smith,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Collin Hart,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jimmy Quinlan,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adam Cella,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Spang,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jon Manley,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Manuel Rodriguez,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brendan Loughnane,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Anistavio Medeiros,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Delson Heleno,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Teixeira,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcos Vinicius,84.000,1-2-0,0,- 16.0,- 16.0,+ 16.0,+ 0.0,+ 0.0
Wagner Campos,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Tickle,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Saunders,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Stephen Bass,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dustin Neace,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chuck O'Neil,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan McGillivray,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Antonio Banuelos,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Aaron Wilkinson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tyler Toner,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sako Chivitchian,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Fredson Paixao,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mark Scanlon,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Vinicius Queiroz,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jamie Yager,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Bryant,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Hammortree,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rolles Gracie,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus Jones,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Darrill Schoonover,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Justin Wren,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Danillo Villefort,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Frank Lester,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tim McKenzie,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Neil Grove,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Derek Downey,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tom Egan,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shane Primm,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jules Bruchez,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Polakowski,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Baron,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cale Yarbrough,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Giboo,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dante Rivera,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jared Rollins,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Billy Miles,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dan Barrera,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Richie Hightower,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Kolosci,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dorian Price,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andy Wang,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steve Byrnes,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sherman Pendergarst,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Justin James,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mario Neto,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cory Walmsley,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Crafton Wallace,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kristof Midoux,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Icho Larenas,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kerry Schall,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean Gannon,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keigo Kunihara,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bobby Southworth,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jason Thacker,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Sanford,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lodune Sincaid,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Schoenauer,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Rafferty,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Wade Shipp,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gerald Strebendt,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Romie Aram,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Richard Crunkilton,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Leigh Remedios,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Zikic,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Serra,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Zach Light,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rodrigo Ruas,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joey Gilbert,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Aaron Brink,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Stiebling,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jermaine Andre,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Masutatsu Yano,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lowell Anderson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Flavio Luiz Moura,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Roberts,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Condo,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joey Roberts,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Darrel Gholar,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adriano Santos,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paulo Santos,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Pardo,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bob Gilstrap,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Allan Goes,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Noe Hernandez,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eugenio Tadeu,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Courtney Turner,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Stuart,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus Silveira,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Houston Dorr,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Todd Butler,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Donnie Chappell,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tony Halme,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dmitri Stepanov,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Wes Albritton,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Wallid Ismail,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eric Martin,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jackie Lee,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Fabio Gurgel,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dave Berry,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Scott Fiedler,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Matt Andersen,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Herrera,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Thomas Ramirez,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keith Mielke,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gerry Harris,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Hood,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Francesco Maturi,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Matua,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jack McGlaughlin,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ernie Verdicia,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andy Anderson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Asbel Cancio,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jason Fairn,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eldo Xavier Dias,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Roland Payne,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Emmanuel Yarborough,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alberta Cerra Leon,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Robert Lucarelli,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Thaddeus Luster,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Levicki,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean Daugherty,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Art Jimmerson,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kevin Rosier,84.000,1-2-0,0,- 16.0,- 16.0,+ 16.0,+ 0.0,+ 0.0
Taylor Wily,84.000,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean McCorkle,83.999,1-2-0,0,- 16.7,- 15.3,+ 16.0,+ 0.0,+ 0.0
Will Chope,83.991,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Vinicius Salvador,83.969,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan Roberts,83.966,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike Jackson,83.966,1-2-0,0,- 16.8,+ 16.7,- 16.0,+ 0.0,+ 0.0
John Campetella,83.966,0-1-0,0,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dale Hartt,83.963,1-2-0,0,- 16.7,+ 16.6,- 16.0,+ 0.0,+ 0.0
Cole Smith,83.955,1-2-0,0,- 16.0,- 16.8,+ 16.7,+ 0.0,+ 0.0
Jeff Newton,83.932,0-1-0,0,- 16.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rick Davis,83.931,0-1-0,0,- 16.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Carlo Prater,83.926,1-2-0,0,- 16.8,- 16.0,+ 16.7,+ 0.0,+ 0.0
Danny Chavez,83.917,1-2-1,0,- 14.2,- 1.2,- 15.9,+ 15.2,+ 0.0
Mark Weir,83.906,1-2-0,0,- 16.0,- 16.0,+ 15.9,+ 0.0,+ 0.0
Batgerel Danaa,83.811,3-4-0,0,- 16.0,- 14.6,- 14.6,+ 13.5,+ 15.3
Ivana Petrovic,83.785,0-1-0,0,- 16.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andrew Holbrook,83.781,2-3-0,0,- 18.2,- 16.1,+ 17.4,- 16.0,+ 16.6
Braxton Smith,83.769,0-1-0,0,- 16.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cyril Asker,83.742,2-3-0,0,- 15.3,+ 16.8,- 17.1,+ 16.0,- 16.7
Duane Ludwig,83.723,4-5-0,0,- 15.9,- 16.4,- 17.8,+ 17.3,+ 15.9
Joe Soto,83.721,3-5-0,0,- 14.5,- 15.2,+ 20.0,+ 19.4,+ 17.9
Seth Baczynski,83.685,5-6-0,0,- 16.7,- 16.8,- 14.4,+ 15.2,- 17.6
Deron Winn,83.681,2-3-0,0,- 14.6,+ 16.1,- 15.3,- 17.1,+ 14.6
George Sullivan,83.672,3-4-0,0,- 14.6,- 15.9,- 17.8,+ 15.2,- 16.1
Ivan Salaverry,83.598,3-4-0,0,- 16.0,- 17.4,- 17.6,+ 15.9,+ 16.6
Rong Zhu,83.550,1-2-0,0,- 15.8,+ 16.8,- 17.5,+ 0.0,+ 0.0
Jeremy Stephens,83.493,15-18-0,0,- 15.8,- 15.0,- 13.1,- 15.2,- 14.5
Hector Urbina,83.490,1-2-0,0,- 15.2,- 15.9,+ 14.6,+ 0.0,+ 0.0
Tucker Lutz,83.480,1-2-0,0,- 16.7,- 15.2,+ 15.4,+ 0.0,+ 0.0
Nissen Osterneck,83.469,0-1-0,0,- 16.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sabina Mazo,83.459,3-4-0,0,- 16.0,- 16.9,- 17.4,+ 15.7,+ 17.4
Ion Cutelaba,83.453,6-8-1,1,+ 17.6,- 14.3,- 15.5,- 14.4,+ 17.1
Joseph Morales,83.444,1-2-0,0,- 17.3,- 15.2,+ 16.0,+ 0.0,+ 0.0
